review_title,date,type,review_body,name,category,ecology,dimension,region,tag
Entorno maravilloso,2017-03-01,Familia,"Museo en un entorno maravilloso. Esta muy bien, se te hace cortito y las copias están muy bien realizadas A las chicas les encantó.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3510
Muy interesante,2017-03-01,Familia,"Es muy bonito el entorno en plena naturaleza, el museo y la cueva de cuevas no te decepcionarán, las réplicas son bastante buenas, los niños lo disfrutan a lo grande, hay una pequeña muestra de animales. Recomendable ir con los niños al menos una vez.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3511
"Didactico, divertido y hermoso",2016-12-01,Individual,"Fuimos dos parejas con niños, actuación respetuosa con el entorno, excelentes ambientaciones y buenos profesionales",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3512
"Para verlo, pero de paso!",2017-02-01,Amigos,"Mi opinion sobre este museo encuentra distintos puntos de vista! A favor, la ubicacion en relacion al entorno, la infraestructura que sin ser nada de otro mundo esta bien integrada. Y los puntos en contra la situacion de poner este museo en esta localizacion me parece un error habiendo infinidad de sitios con vestigios y cuevas prehistoricas mas que teverga! Esta zona ya tiene su atractivo creado y no precisamente en base a este museo! No entiendo la gente que se queja de las reproducciones que se piensan que van a tener la cueva original? Bastante hacen con tener las recreacciones que por cierto estan bien hechas! No se yo este museo no lo tengo entre mi top de asturias lo veo puesto ahi por poner!",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3513
Historia,2016-12-01,Amigos,"Sitio obligado de visita en la zona.Muy interesante y bien explicado para entender un poquito más como vivían en la prehistoria.Muy recomendable.Se puede ver también animales como los bisontes. Con bar,para una cervecita al terminar el tour,muy importante también! .",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3514
Didáctico.,2016-12-01,Parejas,"Interesante. Para poner alguna pega, diré que la visita se hará corta para aquellos que sienten curiosidad o interés por aquellos tiempos pero, sin lugar a dudas, siempre interesante. Personalmente, me gustaría verlo evolucionar y ampliarse.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3515
"Se queda muy, muy corto",2016-12-01,Familia,"Llámenme raro, pero cuando voy a visitar todo un Parque de la Prehistoria presumo que me van a dar información sobre la prehistoria. Sin embargo, el museo sólo y únicamente se basa en pinturas rupestres. Punto. No sabemos nada del hombre prehistórico, su forma de vida, cómo cazaban, sus creencias...  nada; ni de la flora y fauna de le época, si estábamos en la glaciación o había terminado... Nada de nada, sólo pinturas rupestres por lo que más lógico sería que este museo fuera un anexo de Tito Bustillo o del Pindal, no sé qué pinta en Teverga con este planteamiento tan corto. Además las instalaciones se ven baratas, de obra, a medio terminar. En fin. Si vas con niños a pasar el día puede pasar, pero si pretendes aprender algo de la prehistoria no es tu sitio, lo cual es llamativo con el nombre del sitio.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3516
Muy interesante,2016-12-01,Familia,"Visita muy chula tanto para niños como mayores. Las recreaciones y los talleres están muy logrados y se aprende mucho sobre los ""artistas"" de la época. Vale la pena el precio de la entrada y pasar un rato viendo los bisontes.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3517
Tarde entretenida,2016-12-01,Familia,"Visitamos el parque viendo las 3 partes: galería, cuevas y recintos de animales. Personal muy agradable y muy profesional dando explicaciones concisas y claras sobre la prehistoria. Ideal para pasar una tarde tranquila y didáctica con niños.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3518
Ideal con niños.,2023-10-01,Familia,Unimportante repaso del rupestre del Norte. Muy interesante para niños y mayores el taller sobre lámparas de tuétano.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3519
Decepcionante,2016-08-01,Amigos,"El parque en si esta bastante bien con algunos animales para ver de cerca como los bisontes y buenas instalaciones. Pero el problema viene cuando en la visita guiada te dicen que todo son representaciones, lo cual hace que el interés decaiga de modo notable, así como en la nave que te explican como vivían y demás, todo eran reproducciones de piezas.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3520
Pinturas rupestres concentradas,2016-08-01,Parejas,"Interesante paseo con guia ,por la reproduccion de parte de las mas importantes cuevas con pinturas rupestres del sur de Europa. Aparte tiene un agradable paseo por los alrededores con varios animales en cercados y exposición sobre los descubrimientos de pinturas rupestres bastante interesante",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3521
Interesante y didáctico para los niños,2016-08-01,Familia,"Me gusto mucho la cueva (que no es natural) donde tienen la representación de otras 3 cuevas, la guía nos lo explico de forma muy amena. De los animales del exterior sólo pudimos ver los caballos porque ya era tarde,pero merece la pena un paseo por las instalaciones para verlos.Lo mejor el taller de caza en el que mi hija se lo paso genial y aprendió mucho gracias a Pelayo.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3522
"Lugar interesante, con réplicas de pinturas rupestres.",2016-08-01,Familia,"Guía simpática que hizo la visita agradable. Réplicas de 3 cuevas con pinturas rupestres. Hacen talleres didácticos para familias. Nosotros hicimos el de ""De carroñeros a cazadores"", nos enseñaron a cazar con armas rudimentarias y fue muy divertido.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3523
Paseo agradable,2016-08-01,Familia,"Estuvimos con los dos peques de 2 y 4 años dando un paseo por los alrededores del parque, nos gustó mucho, vimos los caballos y bisontes y luego salimos a la senda del oso que pasa por allí mismo y fuimos hasta el pueblo de al lado, precioso paseo y muy atractivo para los peques",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3524
Nada que destacar,2016-08-01,Individual,"No merece la pena pagar para ver lo que ofrece este parque, con pasear por la zona y ver los pocos animales que hay es suficiente. La cueva no es natural, y el edificio museo un poco tedioso...a menos que te interese mucho la prehistoria. El personal muy agradable.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3525
visita recomendable,2016-08-01,Familia,"He visitado este lugar con mis hijas de 5 y 9 años y nos ha parecido muy interesante. La recreación de la galería muy buena y muy didáctica con explicaciones sencillas: es una introducción a la prehistoria muy bien hecha. Las instalaciones están muy acertadas, al separar la zona de servicios de las exposiciones y la idea de la exhibición de los animales es acertada. Es un paseo por nuestra historia que conviene hacer",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3526
Visita a reproducciones de tres cuevas. Muy bien explicada. Nos gustó,2016-08-01,Parejas,Vale la pena. Puedes ver animales vivos y visitar reproducción de tres cuevas prehistóricas. Muy bien explicado. Recomendable,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3527
Aburrido,2016-08-01,Individual,"Las recreaciones de las cuevas están bien, pero aprendí poco y me pareció demasiado fantasioso lo que nos contaba la guía. Tienen una especie de museo con fotos del arte que hay en distintas cuevas que tampoco me pareció nada del otro mundo. Por lo demás hay 3 tipos de animales para ver en el entorno que tampoco me pareció nada especial.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3528
Experiencia didactica,2016-08-01,Familia,Reproducciones de las cuevas muy chulas. Animales pocos y difíciles de ver. Experiencia didactica buena para los niños.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3529
Una experiencia inolvidable,2016-08-01,Individual,"En vacaciones fui con mis padres a este parque para aprender mas cosas sobre la prehistoria. Hice unos cuantos talleres, pet sin lugar a dudas me llamó la atención el de lanzamiento de lanza. Muy interesante para ir con niños y niñas. Bastante recomendable",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3530
Un viaje al pasado que vale mucho la pena,2016-07-01,Parejas,"Con recreaciones de calidad, puedes revivir la vida de nuestros antepasados en lo que a arte paleolítico se refiere, y todo en un único lugar.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3531
Vuelta al pasado,2016-08-01,Amigos,"Buen Museo, con recreaciones bien ajustadas a las reales y con un personal muy atento, si olvidar el exterior con fauna específica del entorno. Estaría bien profundizar en contenidos pedagogicos, didácticos más divulgativos de manera continuada",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3532
Interesante,2023-10-01,Parejas,Especialmente recomendable es ver los animales prehistóricos que tiene. Caballos y bisontes. Una visita muy recomendable,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3533
No merece la pena,2016-07-01,Familia,"El enclave es estupendo, pero la cueva de cuevas no merece el precio de la entrada, eso si, pasear por el parque , pequeño paseo , está bien si pasas por allí, además no hay que pagar para esto,",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3534
Grata sorpresa,2016-06-01,Familia,"La visita guiada a las 3 cuevas artificiales es en mi opinión lo que merece realmente la pena, la explicación es muy amena, también para los niños (los nuestros -de 6 y 11 años- salieron encantados).",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3535
Un poco aburrido,2016-05-01,Amigos,"Aunque intenta estar bien ambientado, poco comodo ir con niños ya que la oscuridad les asusta y un poco cansado para la gente adulta ya que no hay donde sentarse mientras duran las explicaciones que son muy buenas pero largas",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3536
un plan perfecto si estas por la zona,2016-05-01,Familia,"Me gustó mucho  la integración de los edificios en el paisaje. Los guias muy atentos y profesionales, pero creo que les falta algo de "" chispa"" para conectar con los niños.  Si estas por la zona es un buen sitio para ir con los niños y descubrir más sobre la prehistoria. El tema de los animales le da un punto extra, ojala ampliaran en este sentido.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3537
Muy instructiva,2016-05-01,Familia,"Fuimos una pareja con 2 niños de 3 y 6 años para pasar la tarde tras haber hecho en bici la senda del oso  y nos encantó a todos. Las explicaciones sobre la cueva de cuevas muy didácticas, lo recomendamos",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3538
merece la pena verlo,2016-04-01,Familia,"nos gusto mucho la visita, a pesar de que llovía y no pudimos ver bien los bisontes, pero las replicas de las pinturas rupestres de diferentes cuevas y la explicación del guía Pelayo es interesante.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3539
Decepcionante,2015-05-01,Familia,"Muy caro.Vale mas visitar la cueva de Tito Bustillo y sus pinturas en Ribadesella Sabíamos que eran reproducciones pero la verdad que por el precio que pagamos, pensamos que sería otra cosa.Sinceramente no lo recomiendo",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3540
Interesante,2016-04-01,Parejas,Es un sitio cultural donde puedes entender la importancia que tiene la prehistoria en la evolución del hombre y su faceta artística en aquellos tiempos.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3541
